task_id,code,language,vulnerability_type,difficulty,prompt1,inject2,answer,has_conflict,evidence_strength,tier,expected_direction,reasoning_steps,mutation_level,is_cve_style,evidence_support_true,evidence_support_false
f2fd9433-2f1d-4855-92e6-7f9fad3f0942,requests.get(url),C,SSRF,easy,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.557,Tier 3: CVE Adversarial,increase,2,1,False,Potential vulnerability detected.,Looks safe after review.
0e7d1018-c438-496e-aa0d-fd1d898910e4,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",JavaScript,SQL Injection,medium,"Analyze this code for vulnerabilities:

app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.764,Tier 3: CVE Adversarial,decrease,4,3,False,Potential vulnerability detected.,Looks safe after review.
48a72193-f496-49a4-be33-fd9a98526f4b,res.send('<div>' + userInput + '</div>');,C,XSS,medium,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.396,Tier 3: CVE Adversarial,increase,1,2,True,Potential vulnerability detected.,Looks safe after review.
9e7a1075-621e-4815-9aa5-4a31bb80045c,os.system('ls ' + userInput),C,Command Injection,medium,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.671,Tier 3: CVE Adversarial,increase,5,3,True,Potential vulnerability detected.,Looks safe after review.
d9f5a69f-6c18-487b-a116-4901624e46c0,res.send('<div>' + userInput + '</div>');,C,XSS,medium,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.71,Tier 3: CVE Adversarial,increase,4,1,False,Potential vulnerability detected.,Looks safe after review.
c3b59fad-5cd0-4201-b703-fd39e24a9197,open(base + '/' + filename),C,Path Traversal,hard,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.605,Tier 3: CVE Adversarial,decrease,1,2,True,Potential vulnerability detected.,Looks safe after review.
e220a0f0-b6ac-40f5-95b9-0c44a4726bed,pickle.loads(data),C,Insecure Deserialization,easy,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.426,Tier 3: CVE Adversarial,increase,4,1,True,Potential vulnerability detected.,Looks safe after review.
27f7794a-23bd-42a5-9fb8-0adfbc993a01,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,hard,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.392,Tier 3: CVE Adversarial,increase,3,1,True,Potential vulnerability detected.,Looks safe after review.
99392bcd-d374-47f7-ab4c-4917fa363d32,res.send('<div>' + userInput + '</div>');,Python,XSS,easy,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.545,Tier 3: CVE Adversarial,increase,4,2,False,Potential vulnerability detected.,Looks safe after review.
8a019023-393e-47f7-8967-176faf8144cd,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",JavaScript,SQL Injection,hard,"Analyze this code for vulnerabilities:

app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.651,Tier 3: CVE Adversarial,increase,3,3,True,Potential vulnerability detected.,Looks safe after review.
e3a1c355-7b8f-4de5-8a23-5afe34de158a,open(base + '/' + filename),C,Path Traversal,medium,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.793,Tier 3: CVE Adversarial,decrease,4,1,True,Potential vulnerability detected.,Looks safe after review.
1908a6b3-d964-4e58-955a-1766518ca605,requests.get(url),C,SSRF,medium,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.832,Tier 3: CVE Adversarial,increase,1,3,True,Potential vulnerability detected.,Looks safe after review.
94988805-dece-49a5-ada6-01c25f58afbe,res.send('<div>' + userInput + '</div>');,Python,XSS,easy,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.749,Tier 3: CVE Adversarial,increase,2,2,True,Potential vulnerability detected.,Looks safe after review.
1e8dc3cf-a230-4fc5-8bf6-760c06adc5c8,requests.get(url),Python,SSRF,easy,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.64,Tier 3: CVE Adversarial,increase,5,2,True,Potential vulnerability detected.,Looks safe after review.
5c2a4191-8c04-4e77-8e4f-a997535e381b,open(base + '/' + filename),C,Path Traversal,easy,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.514,Tier 3: CVE Adversarial,decrease,1,2,True,Potential vulnerability detected.,Looks safe after review.
0a3138e4-d187-48c0-80c2-befc9583bd20,os.system('ls ' + userInput),JavaScript,Command Injection,medium,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.391,Tier 3: CVE Adversarial,decrease,3,2,True,Potential vulnerability detected.,Looks safe after review.
09594914-11cf-4b37-b69a-5bf4b0982693,"app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });",JavaScript,SQL Injection,easy,"Analyze this code for vulnerabilities:

app.get('/user', (req,res)=>{ let q = `SELECT * FROM users WHERE id = ${req.query.id}`; db.exec(q); });

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.516,Tier 3: CVE Adversarial,decrease,4,2,False,Potential vulnerability detected.,Looks safe after review.
065e76f3-a16d-447e-b4ad-137962a73aa7,pickle.loads(data),JavaScript,Insecure Deserialization,medium,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.815,Tier 3: CVE Adversarial,increase,5,1,False,Potential vulnerability detected.,Looks safe after review.
7bb2b3da-beca-4bf5-ad8d-9524519f73c9,hashlib.md5(password).hexdigest(),Python,Weak Crypto,hard,"Analyze this code for vulnerabilities:

hashlib.md5(password).hexdigest()

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.647,Tier 3: CVE Adversarial,increase,1,3,False,Potential vulnerability detected.,Looks safe after review.
d85ced13-4182-4783-8984-0ae8edace8e1,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,medium,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.654,Tier 3: CVE Adversarial,increase,2,2,True,Potential vulnerability detected.,Looks safe after review.
6b524b7c-34f4-4db5-9ea1-bff735b11427,"jwt.decode(token, options={'verify_signature': False})",JavaScript,Auth Bypass,hard,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.384,Tier 3: CVE Adversarial,increase,2,3,True,Potential vulnerability detected.,Looks safe after review.
ff816555-699c-439d-a063-08baa84f4e83,if balance >= amt: balance -= amt,JavaScript,Race Condition,easy,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.522,Tier 3: CVE Adversarial,increase,2,3,False,Potential vulnerability detected.,Looks safe after review.
2092525a-5599-4d00-9f29-440a37c847c6,"jwt.decode(token, options={'verify_signature': False})",JavaScript,Auth Bypass,medium,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.881,Tier 3: CVE Adversarial,decrease,3,3,True,Potential vulnerability detected.,Looks safe after review.
7d4d1256-b495-4236-9ad6-c4cb2a43b6d2,"jwt.decode(token, options={'verify_signature': False})",C,Auth Bypass,medium,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.526,Tier 3: CVE Adversarial,increase,5,2,False,Potential vulnerability detected.,Looks safe after review.
0cc334c0-e703-4d26-957a-115bb0818794,pickle.loads(data),JavaScript,Insecure Deserialization,medium,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.438,Tier 3: CVE Adversarial,increase,2,1,True,Potential vulnerability detected.,Looks safe after review.
b032cc69-7f8f-4a5c-8457-01f0f50e681e,requests.get(url),JavaScript,SSRF,hard,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.732,Tier 3: CVE Adversarial,decrease,4,2,True,Potential vulnerability detected.,Looks safe after review.
40f26752-c38a-4b46-902a-ba142afbe7e8,free(ptr); printf(ptr);,Python,Use After Free,hard,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.655,Tier 3: CVE Adversarial,increase,5,1,True,Potential vulnerability detected.,Looks safe after review.
8d4ccd9e-75b7-4281-a591-b9426fdfd49d,"def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)",Python,SQL Injection,medium,"Analyze this code for vulnerabilities:

def get_user(db, uid):
    query = f""SELECT * FROM users WHERE id = {uid}""
    return db.execute(query)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.638,Tier 3: CVE Adversarial,decrease,3,1,True,Potential vulnerability detected.,Looks safe after review.
e2d447e7-5206-4da4-a150-0a30612103c2,if balance >= amt: balance -= amt,C,Race Condition,medium,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.777,Tier 3: CVE Adversarial,decrease,5,3,False,Potential vulnerability detected.,Looks safe after review.
1e85f8ae-1071-4254-824c-e44a84f30f39,requests.get(url),C,SSRF,hard,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.531,Tier 3: CVE Adversarial,increase,1,1,False,Potential vulnerability detected.,Looks safe after review.
66de75bd-e605-4e1c-86a7-614051c5e66f,requests.get(url),C,SSRF,easy,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.619,Tier 3: CVE Adversarial,increase,1,2,True,Potential vulnerability detected.,Looks safe after review.
c89b8a1e-dc39-4be7-b372-16ff0c61362d,free(ptr); printf(ptr);,C,Use After Free,easy,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.719,Tier 3: CVE Adversarial,decrease,2,2,False,Potential vulnerability detected.,Looks safe after review.
28d0254d-3bf3-4630-8006-8d702760dc7f,pickle.loads(data),C,Insecure Deserialization,hard,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.44,Tier 3: CVE Adversarial,decrease,3,3,False,Potential vulnerability detected.,Looks safe after review.
418bef66-25a1-44c6-bd1d-cafa47b5ce01,open(base + '/' + filename),Python,Path Traversal,easy,"Analyze this code for vulnerabilities:

open(base + '/' + filename)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.525,Tier 3: CVE Adversarial,increase,3,2,False,Potential vulnerability detected.,Looks safe after review.
b9045cd4-26f9-4fed-998d-94d2e4553e25,res.send('<div>' + userInput + '</div>');,Python,XSS,medium,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.667,Tier 3: CVE Adversarial,decrease,2,2,False,Potential vulnerability detected.,Looks safe after review.
f6cda25c-1f15-4c9b-b142-7675b2cf84c1,requests.get(url),JavaScript,SSRF,hard,"Analyze this code for vulnerabilities:

requests.get(url)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.765,Tier 3: CVE Adversarial,decrease,2,3,True,Potential vulnerability detected.,Looks safe after review.
d6432d1f-d11d-416d-88c0-b9d647c6e1bf,os.system('ls ' + userInput),JavaScript,Command Injection,hard,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.781,Tier 3: CVE Adversarial,decrease,2,2,True,Potential vulnerability detected.,Looks safe after review.
6969d0e9-6e12-4d22-8d7b-f47fdf2ec070,res.send('<div>' + userInput + '</div>');,Python,XSS,medium,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.348,Tier 3: CVE Adversarial,decrease,4,2,False,Potential vulnerability detected.,Looks safe after review.
b12c143e-9650-4c9f-afc0-cc50d0b361a4,free(ptr); printf(ptr);,Python,Use After Free,easy,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.858,Tier 3: CVE Adversarial,increase,2,1,True,Potential vulnerability detected.,Looks safe after review.
86ef95af-b63d-476b-a98e-e52f88ccb0c4,free(ptr); printf(ptr);,Python,Use After Free,hard,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.352,Tier 3: CVE Adversarial,increase,4,2,False,Potential vulnerability detected.,Looks safe after review.
2c5be51a-021a-4abb-b86d-a122a9afef82,"jwt.decode(token, options={'verify_signature': False})",C,Auth Bypass,easy,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,A,False,0.63,Tier 3: CVE Adversarial,increase,3,2,True,Potential vulnerability detected.,Looks safe after review.
fca49491-3e20-4fbb-863e-19f06f6c5fb9,free(ptr); printf(ptr);,Python,Use After Free,medium,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.604,Tier 3: CVE Adversarial,decrease,5,2,False,Potential vulnerability detected.,Looks safe after review.
4c4bac31-0646-4ddc-8347-2e4531712799,res.send('<div>' + userInput + '</div>');,C,XSS,medium,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.762,Tier 3: CVE Adversarial,decrease,4,3,False,Potential vulnerability detected.,Looks safe after review.
dce11e5a-198c-4868-9e6a-88b141f17176,free(ptr); printf(ptr);,Python,Use After Free,medium,"Analyze this code for vulnerabilities:

free(ptr); printf(ptr);

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.897,Tier 3: CVE Adversarial,decrease,3,2,False,Potential vulnerability detected.,Looks safe after review.
47731e9a-1478-455b-9adb-829b3f8b4241,"char buf[10]; strcpy(buf, input);",C,Buffer Overflow,easy,"Analyze this code for vulnerabilities:

char buf[10]; strcpy(buf, input);

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.749,Tier 3: CVE Adversarial,increase,1,3,True,Potential vulnerability detected.,Looks safe after review.
fbe03537-34f7-4f7d-8910-ca05431c3891,if balance >= amt: balance -= amt,JavaScript,Race Condition,medium,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,A,True,0.748,Tier 3: CVE Adversarial,decrease,4,3,True,Potential vulnerability detected.,Looks safe after review.
2ab7e87b-23de-4eab-8998-c877bdec769e,os.system('ls ' + userInput),C,Command Injection,easy,"Analyze this code for vulnerabilities:

os.system('ls ' + userInput)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.802,Tier 3: CVE Adversarial,increase,2,1,True,Potential vulnerability detected.,Looks safe after review.
073060f2-bec3-4534-9405-db8a9b53644e,res.send('<div>' + userInput + '</div>');,C,XSS,hard,"Analyze this code for vulnerabilities:

res.send('<div>' + userInput + '</div>');

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.523,Tier 3: CVE Adversarial,increase,4,3,False,Potential vulnerability detected.,Looks safe after review.
473a2411-78bc-41e6-a08b-e2bbbeae119f,if balance >= amt: balance -= amt,Python,Race Condition,hard,"Analyze this code for vulnerabilities:

if balance >= amt: balance -= amt

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.78,Tier 3: CVE Adversarial,increase,5,1,False,Potential vulnerability detected.,Looks safe after review.
7abce845-d74a-4a12-a491-cc43d4d11f3f,"jwt.decode(token, options={'verify_signature': False})",C,Auth Bypass,easy,"Analyze this code for vulnerabilities:

jwt.decode(token, options={'verify_signature': False})

A: Vulnerable
B: Safe",Looks safe after review.,B,True,0.305,Tier 3: CVE Adversarial,decrease,4,3,True,Potential vulnerability detected.,Looks safe after review.
c1216f99-0746-429f-a724-5276c28c09aa,pickle.loads(data),JavaScript,Insecure Deserialization,hard,"Analyze this code for vulnerabilities:

pickle.loads(data)

A: Vulnerable
B: Safe",Looks safe after review.,B,False,0.583,Tier 3: CVE Adversarial,decrease,3,1,False,Potential vulnerability detected.,Looks safe after review.
